4/3/25 19:33:1, Microphone: 3, Temp =  79.01, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.49
4/3/25 19:34:27, Microphone: 0, Temp =  80.70, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.14

4/3/25 19:34:29, Microphone: 12, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:34:30, Microphone: 6, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:34:32, Microphone: 2, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:34:33, Microphone: 15, Temp =  80.81, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.42

4/3/25 19:34:35, Microphone: -26, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:34:36, Microphone: -15, Temp =  80.83, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.35

4/3/25 19:34:38, Microphone: -99, Temp =  80.87, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:39, Microphone: -3, Temp =  80.88, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:34:41, Microphone: -33, Temp =  80.93, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:34:43, Microphone: -33, Temp =  80.95, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.49

4/3/25 19:34:44, Microphone: -8, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:34:46, Microphone: 26, Temp =  80.80, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:34:47, Microphone: -63, Temp =  80.90, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:34:49, Microphone: 58, Temp =  80.86, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -3.08, GyroZ =  0.28

4/3/25 19:34:50, Microphone: -55, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:34:52, Microphone: 20, Temp =  81.06, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:34:54, Microphone: 17, Temp =  80.89, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:34:55, Microphone: -19, Temp =  80.97, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.07

4/3/25 19:34:57, Microphone: 6, Temp =  80.93, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:34:58, Microphone: -21, Temp =  80.95, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:35:0, Microphone: 31, Temp =  80.98, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:35:1, Microphone: -4, Temp =  81.04, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:35:3, Microphone: 61, Temp =  80.97, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:35:4, Microphone: 24, Temp =  80.93, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:35:6, Microphone: 31, Temp =  80.96, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.73, GyroZ =  0.42

4/3/25 19:35:8, Microphone: -29, Temp =  80.97, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:35:9, Microphone: -4, Temp =  81.08, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:35:11, Microphone: 15, Temp =  80.98, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:35:12, Microphone: -20, Temp =  80.95, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:35:14, Microphone: 72, Temp =  80.92, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:35:15, Microphone: 17, Temp =  80.97, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:35:17, Microphone: 3, Temp =  81.03, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:35:19, Microphone: -43, Temp =  80.97, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:35:20, Microphone: 19, Temp =  81.05, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.35

4/3/25 19:35:22, Microphone: -23, Temp =  80.97, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:35:24, Microphone: 45, Temp =  80.92, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.14

4/3/25 19:35:25, Microphone: 15, Temp =  80.90, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:35:27, Microphone: 19, Temp =  81.03, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:35:29, Microphone: 10, Temp =  81.07, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:35:30, Microphone: 22, Temp =  81.04, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.73, GyroZ =  0.35

4/3/25 19:35:32, Microphone: 18, Temp =  81.06, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:35:34, Microphone: -28, Temp =  81.06, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:35:35, Microphone: -13, Temp =  81.00, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:35:37, Microphone: -1, Temp =  81.07, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.14

4/3/25 19:35:39, Microphone: -46, Temp =  81.11, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.08, GyroZ =  0.35

4/3/25 19:35:40, Microphone: 56, Temp =  81.09, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:35:42, Microphone: 84, Temp =  81.07, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:35:43, Microphone: -12, Temp =  81.04, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:35:45, Microphone: -23, Temp =  81.08, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:35:47, Microphone: 42, Temp =  81.01, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.08, GyroZ =  0.28

4/3/25 19:35:48, Microphone: 38, Temp =  80.99, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.28

4/3/25 19:35:50, Microphone: 2, Temp =  81.07, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.42

4/3/25 19:33:0, Microphone: 118, Temp =  80.93, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.21

4/3/25 19:33:2, Microphone: 24, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:3, Microphone: 8, Temp =  81.08, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:5, Microphone: 13, Temp =  81.10, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:7, Microphone: -44, Temp =  81.13, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:8, Microphone: 3, Temp =  81.13, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.49

4/3/25 19:33:10, Microphone: -32, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:12, Microphone: -3, Temp =  81.22, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -3.01, GyroZ =  0.42

4/3/25 19:33:13, Microphone: -23, Temp =  81.22, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:33:15, Microphone: 34, Temp =  81.21, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.42

4/3/25 19:33:17, Microphone: 4, Temp =  81.11, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.42

4/3/25 19:33:18, Microphone: 16, Temp =  81.20, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.08, GyroZ =  0.49

4/3/25 19:33:20, Microphone: 18, Temp =  81.23, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:22, Microphone: 5, Temp =  81.17, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.08, GyroZ =  0.35

4/3/25 19:33:23, Microphone: 11, Temp =  81.14, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:25, Microphone: -20, Temp =  81.16, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:26, Microphone: 59, Temp =  81.20, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:33:28, Microphone: -33, Temp =  81.22, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:29, Microphone: -25, Temp =  81.13, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:0, Microphone: 102, Temp =  80.91, AccX =  -0.02, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:33:2, Microphone: 22, Temp =  81.14, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.28

4/3/25 19:33:3, Microphone: 11, Temp =  81.05, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:5, Microphone: 12, Temp =  81.08, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:33:7, Microphone: 41, Temp =  81.11, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:8, Microphone: -2, Temp =  80.99, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:33:10, Microphone: 31, Temp =  81.10, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:12, Microphone: 35, Temp =  81.06, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:13, Microphone: -10, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:15, Microphone: -29, Temp =  81.15, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:17, Microphone: -8, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.14

4/3/25 19:33:18, Microphone: 25, Temp =  81.07, AccX =  -0.02, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.73, GyroZ =  0.21

4/3/25 19:33:20, Microphone: -8, Temp =  81.08, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.49

4/3/25 19:33:22, Microphone: -12, Temp =  81.12, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:23, Microphone: -26, Temp =  81.12, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:33:25, Microphone: -9, Temp =  81.13, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:27, Microphone: -21, Temp =  81.12, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:28, Microphone: -5, Temp =  81.15, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:33:30, Microphone: -8, Temp =  81.15, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.21

4/3/25 19:33:31, Microphone: 20, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:33, Microphone: -8, Temp =  81.09, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:0, Microphone: 156, Temp =  80.50, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.49

4/3/25 19:33:2, Microphone: 34, Temp =  80.70, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.28

4/3/25 19:33:4, Microphone: -20, Temp =  80.71, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:6, Microphone: 4, Temp =  80.73, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.35

4/3/25 19:33:7, Microphone: -13, Temp =  80.78, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:9, Microphone: -10, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.08, GyroZ =  0.21

4/3/25 19:33:11, Microphone: 7, Temp =  80.86, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.21

4/3/25 19:33:12, Microphone: -8, Temp =  80.80, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:33:14, Microphone: 8, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.21

4/3/25 19:33:16, Microphone: 23, Temp =  80.80, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:33:17, Microphone: -14, Temp =  80.79, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.42

4/3/25 19:33:19, Microphone: 28, Temp =  80.83, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:21, Microphone: -47, Temp =  80.84, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:23, Microphone: -49, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:24, Microphone: -37, Temp =  80.90, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:26, Microphone: 13, Temp =  80.96, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.73, GyroZ =  0.49

4/3/25 19:33:28, Microphone: 28, Temp =  80.85, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.14

4/3/25 19:33:29, Microphone: -25, Temp =  80.82, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.66, GyroZ =  0.42

4/3/25 19:33:31, Microphone: 44, Temp =  80.82, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:33:32, Microphone: -3, Temp =  80.89, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.29, GyroZ =  0.28

4/3/25 19:33:34, Microphone: 58, Temp =  80.83, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:36, Microphone: -6, Temp =  80.85, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:33:37, Microphone: 22, Temp =  80.77, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:33:39, Microphone: 19, Temp =  80.71, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.49

4/3/25 19:33:41, Microphone: 15, Temp =  80.68, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:42, Microphone: 1, Temp =  80.71, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:44, Microphone: 17, Temp =  80.76, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:46, Microphone: -46, Temp =  80.72, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.42

4/3/25 19:33:47, Microphone: 7, Temp =  80.78, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:33:58, Microphone: 37, Temp =  80.84, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:59, Microphone: -31, Temp =  80.91, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:34:1, Microphone: -33, Temp =  80.82, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:34:3, Microphone: 21, Temp =  80.78, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:5, Microphone: 0, Temp =  80.80, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:34:6, Microphone: 14, Temp =  80.84, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:8, Microphone: 77, Temp =  80.85, AccX =  -0.03, AccY =  -0.01, AccZ =  1.01, GyroX =  0.00, GyroY =  -3.08, GyroZ =  0.35

4/3/25 19:34:10, Microphone: -37, Temp =  80.91, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:34:11, Microphone: 38, Temp =  80.87, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:34:13, Microphone: -187, Temp =  80.82, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:34:15, Microphone: 40, Temp =  80.84, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:34:17, Microphone: 58, Temp =  80.86, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:34:18, Microphone: -3, Temp =  80.87, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:34:20, Microphone: -4, Temp =  80.88, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:34:22, Microphone: -31, Temp =  80.87, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:34:23, Microphone: 18, Temp =  80.90, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.66, GyroZ =  0.42

4/3/25 19:34:25, Microphone: -19, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:27, Microphone: -18, Temp =  80.86, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:34:29, Microphone: -58, Temp =  80.84, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:34:30, Microphone: -22, Temp =  80.90, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:34:32, Microphone: -60, Temp =  80.86, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:33, Microphone: -25, Temp =  80.88, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:34:35, Microphone: -34, Temp =  80.90, AccX =  -0.03, AccY =  -0.02, AccZ =  1.01, GyroX =  0.07, GyroY =  -2.59, GyroZ =  0.42

4/3/25 19:34:37, Microphone: 29, Temp =  80.81, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:34:38, Microphone: 12, Temp =  80.90, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -3.15, GyroZ =  0.35

4/3/25 19:34:40, Microphone: 25, Temp =  80.87, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.21, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:34:42, Microphone: -20, Temp =  80.88, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:34:43, Microphone: -29, Temp =  80.92, AccX =  -0.02, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.28

